route_id,service_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,trip_id
LTFRB_PUJ2086,DAILY,,,,,417208,725069
LTFRB_PUJ2357,DAILY,,,,,274628,725070
LTFRB_PUJ1926,DAILY,,,,,398192,725071
LTFRB_PUJ2386,DAILY,,,,,937235,725072
LTFRB_PUJ2350,DAILY,,,,,276258,725073
LTFRB_PUJ2388,DAILY,,,,,113162,725074
LTFRB_PUJ1009,DAILY,,,,,756082,725075
LTFRB_PUJ1640,DAILY,,,,,784142,725076
LTFRB_PUJ1876,DAILY,,,,,519848,725077
LTFRB_PUJ1801,DAILY,,,,,488377,725078
LTFRB_PUJ1538,DAILY,,,,,236572,725079
LTFRB_PUJ1992,DAILY,,,,,134688,725080
LTFRB_PUJ1375,DAILY,,,,,538591,725081
LTFRB_PUJ2219,DAILY,,,,,826578,725082
LTFRB_PUB1060,DAILY,,,,,537237,725083
LTFRB_PUJ2091,DAILY,,,,,870882,725084
LTFRB_PUJ1160,DAILY,,,,,284237,725085
LTFRB_PUJ1091,DAILY,,,,,220157,725086
LTFRB_PUJ1881,DAILY,,,,,878860,725087
LTFRB_PUJ1907,DAILY,,,,,828091,725088
LTFRB_PUJ1062,DAILY,,,,,955828,725089
LTFRB_PUJ1935,DAILY,,,,,339219,725090
LTFRB_PUJ2200,DAILY,,,,,234184,725091
LTFRB_PUJ1344,DAILY,,,,,398030,725092
LTFRB_PUJ2145,DAILY,,,,,744527,725093
LTFRB_PUJ2571,DAILY,,,,,157541,725094
LTFRB_PUJ2553,DAILY,,,,,921726,725095
LTFRB_PUB1124,DAILY,,,,,769107,725096
LTFRB_PUJ2515,DAILY,,,,,651951,725097
LTFRB_PUJ1125,DAILY,,,,,931976,725098
LTFRB_PUJ1846,DAILY,,,,,543351,725099
LTFRB_PUJ1736,DAILY,,,,,551497,725100
LTFRB_PUJ1975,DAILY,,,,,805692,725101
LTFRB_PUB1059,DAILY,,,,,156072,725102
LTFRB_PUJ1406,DAILY,,,,,311673,725103
LTFRB_PUJ1057,DAILY,,,,,357361,725104
LTFRB_PUJ2163,DAILY,,,,,672503,725105
LTFRB_PUJ2572,DAILY,,,,,659193,725106
LTFRB_PUJ1194,DAILY,,,,,477199,725107
LTFRB_PUJ1680,DAILY,,,,,721456,725108
LTFRB_PUJ2071,DAILY,,,,,241312,725109
LTFRB_PUB1167,DAILY,,,,,945277,725110
LTFRB_PUJ1968,DAILY,,,,,835981,725111
LTFRB_PUJ1234,DAILY,,,,,637624,725112
LTFRB_PUJ1597,DAILY,,,,,482717,725113
LTFRB_PUJ1189,DAILY,,,,,793084,725114
LTFRB_PUJ2463,DAILY,,,,,609748,725115
LTFRB_PUJ1056,DAILY,,,,,868042,725116
LTFRB_PUJ2083,DAILY,,,,,145851,725117
LTFRB_PUJ1802,DAILY,,,,,373626,725118
LTFRB_PUB1048,DAILY,,,,,249050,725119
LTFRB_PUJ2127,DAILY,,,,,496395,725120
LTFRB_PUB1025,DAILY,,,,,404345,725121
LTFRB_PUJ2440,DAILY,,,,,927387,725122
LTFRB_PUJ1112,DAILY,,,,,320846,725123
LTFRB_PUB1187,DAILY,,,,,400097,725124
LTFRB_PUJ1917,DAILY,,,,,126904,725125
LTFRB_PUB1141,DAILY,,,,,288930,725126
LTFRB_PUJ1534,DAILY,,,,,442693,725127
LTFRB_PUJ2256,DAILY,,,,,437188,725128
LTFRB_PUJ1920,DAILY,,,,,131858,725129
LTFRB_PUJ2102,DAILY,,,,,945491,725130
LTFRB_PUB1033,DAILY,,,,,413662,725131
LTFRB_PUJ2142,DAILY,,,,,729032,725132
LTFRB_PUJ2544,DAILY,,,,,369248,725133
LTFRB_PUJ1761,DAILY,,,,,114247,725134
LTFRB_PUJ2130,DAILY,,,,,455849,725135
LTFRB_PUJ2353,DAILY,,,,,832670,725136
LTFRB_PUJ1625,DAILY,,,,,768304,725137
LTFRB_PUJ2118,DAILY,,,,,186492,725138
LTFRB_PUB1154,DAILY,,,,,808344,725139
LTFRB_PUJ1516,DAILY,,,,,352169,725140
LTFRB_PUJ1932,DAILY,,,,,166325,725141
LTFRB_PUJ2537,DAILY,,,,,595783,725142
LTFRB_PUJ1402,DAILY,,,,,563635,725143
LTFRB_PUJ2188,DAILY,,,,,958902,725144
LTFRB_PUJ1842,DAILY,,,,,567404,725145
LTFRB_PUJ1955,DAILY,,,,,893916,725146
LTFRB_PUJ1041,DAILY,,,,,986150,725147
LTFRB_PUJ1724,DAILY,,,,,272819,725148
LTFRB_PUJ2043,DAILY,,,,,950308,725149
LTFRB_PUJ2490,DAILY,,,,,579097,725150
LTFRB_PUJ1095,DAILY,,,,,714883,725151
LTFRB_PUJ1697,DAILY,,,,,874046,725152
LTFRB_PUJ1482,DAILY,,,,,710998,725153
LTFRB_PUB1133,DAILY,,,,,837387,725154
LTFRB_PUJ1903,DAILY,,,,,338899,725155
LTFRB_PUJ2356,DAILY,,,,,167335,725156
LTFRB_PUB1163,DAILY,,,,,930792,725157
LTFRB_PUJ2570,DAILY,,,,,888042,725158
LTFRB_PUJ2257,DAILY,,,,,618235,725159
LTFRB_PUJ1220,DAILY,,,,,818792,725160
LTFRB_PUJ1405,DAILY,,,,,488782,725161
LTFRB_PUJ2450,DAILY,,,,,571260,725162
LTFRB_PUJ1802,DAILY,,,,,373626,725163
LTFRB_PUJ2247,DAILY,,,,,400828,725164
LTFRB_PUB1155,DAILY,,,,,436010,725165
LTFRB_PUJ2305,DAILY,,,,,669182,725166
LTFRB_PUJ1693,DAILY,,,,,444729,725167
LTFRB_PUJ1030,DAILY,,,,,818434,725168
LTFRB_PUJ1688,DAILY,,,,,750779,725169
LTFRB_PUJ2578,DAILY,,,,,278449,725170
LTFRB_PUJ1497,DAILY,,,,,582716,725171
LTFRB_PUJ2227,DAILY,,,,,101891,725172
LTFRB_PUJ1501,DAILY,,,,,697227,725173
LTFRB_PUJ1554,DAILY,,,,,183511,725174
LTFRB_PUJ1447,DAILY,,,,,551673,725175
LTFRB_PUJ1607,DAILY,,,,,576109,725176
LTFRB_PUJ1332,DAILY,,,,,788597,725177
LTFRB_PUJ1046,DAILY,,,,,807531,725178
LTFRB_PUJ2279,DAILY,,,,,538822,725179
LTFRB_PUB1082,DAILY,,,,,933271,725180
LTFRB_PUJ1106,DAILY,,,,,426802,725181
LTFRB_PUJ2331,DAILY,,,,,651622,725182
LTFRB_PUJ1520,DAILY,,,,,933688,725183
LTFRB_PUJ1687,DAILY,,,,,209564,725184
LTFRB_PUB1045,DAILY,,,,,505948,725185
LTFRB_PUJ1989,DAILY,,,,,217098,725186
LTFRB_PUJ1418,DAILY,,,,,228930,725187
LTFRB_PUJ1971,DAILY,,,,,260651,725188
LTFRB_PUJ2079,DAILY,,,,,553036,725189
LTFRB_PUJ2032,DAILY,,,,,291008,725190
LTFRB_PUJ1874,DAILY,,,,,598887,725191
LTFRB_PUJ1427,DAILY,,,,,181905,725192
LTFRB_PUJ1239,DAILY,,,,,959832,725193
LTFRB_PUB1103,DAILY,,,,,633047,725194
LTFRB_PUJ2426,DAILY,,,,,195572,725195
LTFRB_PUJ1895,DAILY,,,,,575304,725196
LTFRB_PUJ2246,DAILY,,,,,948530,725197
LTFRB_PUB1191,DAILY,,,,,993619,725198
LTFRB_PUJ1837,DAILY,,,,,298728,725199
LTFRB_PUJ1282,DAILY,,,,,876896,725200
LTFRB_PUJ2124,DAILY,,,,,359032,725201
LTFRB_PUJ1994,DAILY,,,,,370049,725202
LTFRB_PUJ1561,DAILY,,,,,512991,725203
LTFRB_PUJ1912,DAILY,,,,,947890,725204
LTFRB_PUJ1449,DAILY,,,,,575137,725205
LTFRB_PUJ2376,DAILY,,,,,445777,725206
LTFRB_PUJ2065,DAILY,,,,,973855,725207
LTFRB_PUJ2510,DAILY,,,,,369060,725208
LTFRB_PUJ1251,DAILY,,,,,356858,725209
LTFRB_PUJ1040,DAILY,,,,,648219,725210
LTFRB_PUJ1385,DAILY,,,,,391517,725211
LTFRB_PUJ2535,DAILY,,,,,686027,725212
LTFRB_PUJ1988,DAILY,,,,,389883,725213
LTFRB_PUJ2384,DAILY,,,,,236452,725214
LTFRB_PUJ1630,DAILY,,,,,154323,725215
LTFRB_PUJ2346,DAILY,,,,,979492,725216
LTFRB_PUB1107,DAILY,,,,,908763,725217
LTFRB_PUJ2400,DAILY,,,,,806524,725218
LTFRB_PUJ1224,DAILY,,,,,498399,725219
LTFRB_PUJ1253,DAILY,,,,,740550,725220
LTFRB_PUJ1583,DAILY,,,,,682826,725221
LTFRB_PUJ1853,DAILY,,,,,710370,725222
LTFRB_PUJ1667,DAILY,,,,,678207,725223
LTFRB_PUJ1559,DAILY,,,,,256713,725224
LTFRB_PUJ1811,DAILY,,,,,814199,725225
LTFRB_PUJ2340,DAILY,,,,,114499,725226
LTFRB_PUJ1286,DAILY,,,,,764225,725227
LTFRB_PUJ2472,DAILY,,,,,240622,725228
LTFRB_PUJ2412,DAILY,,,,,193942,725229
LTFRB_PUJ1372,DAILY,,,,,157742,725230
LTFRB_PUJ1258,DAILY,,,,,169875,725231
LTFRB_PUJ1252,DAILY,,,,,762924,725232
LTFRB_PUJ1602,DAILY,,,,,368171,725233
LTFRB_PUJ1682,DAILY,,,,,465063,725234
LTFRB_PUJ2442,DAILY,,,,,941336,725235
LTFRB_PUB1041,DAILY,,,,,759564,725236
LTFRB_PUJ2597,DAILY,,,,,510480,725237
LTFRB_PUJ1708,DAILY,,,,,561132,725238
LTFRB_PUB1093,DAILY,,,,,487665,725239
LTFRB_PUJ2582,DAILY,,,,,877982,725240
LTFRB_PUJ1590,DAILY,,,,,591511,725241
LTFRB_PUJ1278,DAILY,,,,,327930,725242
LTFRB_PUJ1206,DAILY,,,,,417615,725243
LTFRB_PUJ2511,DAILY,,,,,752816,725244
LTFRB_PUJ1211,DAILY,,,,,489201,725245
LTFRB_PUJ1203,DAILY,,,,,715996,725246
LTFRB_PUJ1522,DAILY,,,,,156556,725247
LTFRB_PUB1002,DAILY,,,,,200491,725248
LTFRB_PUJ1696,DAILY,,,,,928297,725249
LTFRB_PUJ1838,DAILY,,,,,378090,725250
LTFRB_PUJ2453,DAILY,,,,,593771,725251
LTFRB_PUJ1545,DAILY,,,,,620844,725252
LTFRB_PUB1007,DAILY,,,,,872579,725253
LTFRB_PUJ1878,DAILY,,,,,662182,725254
LTFRB_PUJ2140,DAILY,,,,,242504,725255
LTFRB_PUJ2253,DAILY,,,,,880490,725256
LTFRB_PUJ2294,DAILY,,,,,826615,725257
LTFRB_PUJ2574,DAILY,,,,,370298,725258
LTFRB_PUJ2287,DAILY,,,,,403124,725259
LTFRB_PUJ1264,DAILY,,,,,252020,725260
LTFRB_PUJ1023,DAILY,,,,,976665,725261
LTFRB_PUB1090,DAILY,,,,,868580,725262
LTFRB_PUJ1103,DAILY,,,,,632354,725263
LTFRB_PUJ2522,DAILY,,,,,925554,725264
LTFRB_PUB1159,DAILY,,,,,857225,725265
LTFRB_PUJ1426,DAILY,,,,,620790,725266
LTFRB_PUJ2205,DAILY,,,,,608905,725267
LTFRB_PUJ1289,DAILY,,,,,133927,725268
LTFRB_PUJ2484,DAILY,,,,,652873,725269
LTFRB_PUB1184,DAILY,,,,,218732,725270
LTFRB_PUJ2506,DAILY,,,,,490561,725271
LTFRB_PUJ2497,DAILY,,,,,831008,725272
LTFRB_PUJ1963,DAILY,,,,,875926,725273
LTFRB_PUJ2469,DAILY,,,,,478396,725274
LTFRB_PUJ1487,DAILY,,,,,822063,725275
LTFRB_PUJ1325,DAILY,,,,,560755,725276
LTFRB_PUJ1622,DAILY,,,,,194527,725277
LTFRB_PUJ1246,DAILY,,,,,969154,725278
LTFRB_PUJ1882,DAILY,,,,,812040,725279
LTFRB_PUB1029,DAILY,,,,,364908,725280
LTFRB_PUB1148,DAILY,,,,,865470,725281
LTFRB_PUJ2471,DAILY,,,,,769291,725282
LTFRB_PUB1195,DAILY,,,,,324373,725283
LTFRB_PUJ1598,DAILY,,,,,219053,725284
LTFRB_PUJ1626,DAILY,,,,,841985,725285
LTFRB_PUB1132,DAILY,,,,,633339,725286
LTFRB_PUJ1563,DAILY,,,,,796949,725287
LTFRB_PUJ2034,DAILY,,,,,226626,725288
LTFRB_PUJ1311,DAILY,,,,,983578,725289
LTFRB_PUJ1721,DAILY,,,,,624229,725290
LTFRB_PUJ1795,DAILY,,,,,354515,725291
LTFRB_PUJ1351,DAILY,,,,,626475,725292
LTFRB_PUJ2004,DAILY,,,,,120578,725293
LTFRB_PUJ1146,DAILY,,,,,863334,725294
LTFRB_PUJ2336,DAILY,,,,,880299,725295
LTFRB_PUJ1435,DAILY,,,,,484309,725296
LTFRB_PUJ1950,DAILY,,,,,888677,725297
LTFRB_PUJ1843,DAILY,,,,,583854,725298
LTFRB_PUJ1063,DAILY,,,,,695255,725299
LTFRB_PUJ2234,DAILY,,,,,399013,725300
LTFRB_PUB1177,DAILY,,,,,918295,725301
LTFRB_PUJ1794,DAILY,,,,,442228,725302
LTFRB_PUJ2004,DAILY,,,,,120578,725303
LTFRB_PUJ1262,DAILY,,,,,279099,725304
LTFRB_PUJ1798,DAILY,,,,,802579,725305
LTFRB_PUJ2525,DAILY,,,,,130429,725306
LTFRB_PUJ1132,DAILY,,,,,411389,725307
LTFRB_PUJ2223,DAILY,,,,,690440,725308
LTFRB_PUJ2311,DAILY,,,,,971269,725309
LTFRB_PUJ2081,DAILY,,,,,586900,725310
LTFRB_PUJ1670,DAILY,,,,,186888,725311
LTFRB_PUJ2235,DAILY,,,,,739608,725312
LTFRB_PUJ1053,DAILY,,,,,376976,725313
LTFRB_PUB1026,DAILY,,,,,985695,725314
LTFRB_PUJ2378,DAILY,,,,,710237,725315
LTFRB_PUJ2129,DAILY,,,,,288298,725316
LTFRB_PUJ2266,DAILY,,,,,798664,725317
LTFRB_PUB1016,DAILY,,,,,819868,725318
LTFRB_PUJ1557,DAILY,,,,,336316,725319
LTFRB_PUB1069,DAILY,,,,,777036,725320
LTFRB_PUJ1144,DAILY,,,,,310665,725321
LTFRB_PUJ1295,DAILY,,,,,563193,725322
LTFRB_PUJ1157,DAILY,,,,,149886,725323
LTFRB_PUJ1894,DAILY,,,,,919400,725324
LTFRB_PUJ1113,DAILY,,,,,191265,725325
LTFRB_PUJ1003,DAILY,,,,,814808,725326
LTFRB_PUJ1550,DAILY,,,,,861017,725327
LTFRB_PUJ1507,DAILY,,,,,782159,725328
LTFRB_PUJ2329,DAILY,,,,,914164,725330
LTFRB_PUJ1960,DAILY,,,,,247301,725331
LTFRB_PUJ2055,DAILY,,,,,686491,725332
LTFRB_PUJ1661,DAILY,,,,,285040,725333
LTFRB_PUB1183,DAILY,,,,,282113,725334
LTFRB_PUB1063,DAILY,,,,,746317,725335
LTFRB_PUJ2082,DAILY,,,,,879859,725336
LTFRB_PUJ1788,DAILY,,,,,207480,725337
LTFRB_PUJ2056,DAILY,,,,,156792,725338
LTFRB_PUJ2318,DAILY,,,,,544663,725339
LTFRB_PUJ1215,DAILY,,,,,431658,725340
LTFRB_PUJ1974,DAILY,,,,,759769,725341
LTFRB_PUJ1371,DAILY,,,,,810301,725342
LTFRB_PUJ1288,DAILY,,,,,227969,725343
LTFRB_PUJ1781,DAILY,,,,,407980,725344
LTFRB_PUJ1993,DAILY,,,,,900020,725345
LTFRB_PUJ1019,DAILY,,,,,415905,725346
LTFRB_PUJ1430,DAILY,,,,,253976,725347
LTFRB_PUJ1353,DAILY,,,,,238194,725348
LTFRB_PUJ1533,DAILY,,,,,151633,725349
LTFRB_PUJ1567,DAILY,,,,,945053,725350
LTFRB_PUJ1655,DAILY,,,,,478466,725351
LTFRB_PUJ1591,DAILY,,,,,961935,725352
LTFRB_PUJ1948,DAILY,,,,,631698,725353
LTFRB_PUJ1228,DAILY,,,,,961146,725354
LTFRB_PUJ1962,DAILY,,,,,699534,725355
LTFRB_PUJ2074,DAILY,,,,,889306,725356
LTFRB_PUB1098,DAILY,,,,,359607,725357
LTFRB_PUJ2361,DAILY,,,,,620816,725358
LTFRB_PUJ2228,DAILY,,,,,896407,725359
LTFRB_PUJ2446,DAILY,,,,,671083,725360
LTFRB_PUJ1540,DAILY,,,,,670875,725362
LTFRB_PUJ2058,DAILY,,,,,304538,725363
LTFRB_PUJ1207,DAILY,,,,,255412,725364
LTFRB_PUJ2573,DAILY,,,,,120681,725365
LTFRB_PUJ2094,DAILY,,,,,852616,725366
LTFRB_PUJ1104,DAILY,,,,,224981,725367
LTFRB_PUJ2495,DAILY,,,,,101939,725368
LTFRB_PUJ1128,DAILY,,,,,623444,725372
LTFRB_PUJ2507,DAILY,,,,,828977,725398
LTFRB_PUJ1199,DAILY,,,,,830396,725413
LTFRB_PUB1139,DAILY,,,,,363787,725361
LTFRB_PUJ2459,DAILY,,,,,790112,725369
LTFRB_PUB1144,DAILY,,,,,198467,725370
LTFRB_PUJ2602,DAILY,,,,,798857,725371
LTFRB_PUJ2335,DAILY,,,,,657953,725373
LTFRB_PUJ2332,DAILY,,,,,755572,725374
LTFRB_PUB1051,DAILY,,,,,478820,725375
LTFRB_PUJ1084,DAILY,,,,,105221,725376
LTFRB_PUJ1645,DAILY,,,,,528333,725377
LTFRB_PUB1120,DAILY,,,,,313950,725378
LTFRB_PUJ2591,DAILY,,,,,217175,725379
LTFRB_PUJ2073,DAILY,,,,,855901,725380
LTFRB_PUB1009,DAILY,,,,,627201,725381
LTFRB_PUJ1323,DAILY,,,,,817533,725382
LTFRB_PUJ1004,DAILY,,,,,741506,725383
LTFRB_PUJ2423,DAILY,,,,,862533,725384
LTFRB_PUJ1360,DAILY,,,,,932999,725385
LTFRB_PUJ1277,DAILY,,,,,758660,725386
LTFRB_PUJ1721,DAILY,,,,,624229,725387
LTFRB_PUJ1995,DAILY,,,,,121832,725388
LTFRB_PUJ2274,DAILY,,,,,587765,725389
LTFRB_PUJ1805,DAILY,,,,,179825,725390
LTFRB_PUJ2267,DAILY,,,,,105463,725391
LTFRB_PUJ2549,DAILY,,,,,751252,725392
LTFRB_PUJ1519,DAILY,,,,,296270,725393
LTFRB_PUJ1857,DAILY,,,,,507370,725394
LTFRB_PUJ2348,DAILY,,,,,649916,725395
LTFRB_PUJ1366,DAILY,,,,,421287,725396
LTFRB_PUJ1315,DAILY,,,,,332077,725397
LTFRB_PUJ2498,DAILY,,,,,482008,725399
LTFRB_PUJ1407,DAILY,,,,,855003,725400
LTFRB_PUJ1107,DAILY,,,,,759606,725401
LTFRB_PUJ2288,DAILY,,,,,108877,725402
LTFRB_PUB1110,DAILY,,,,,646831,725403
LTFRB_PUJ1066,DAILY,,,,,938129,725404
LTFRB_PUJ1352,DAILY,,,,,671361,725405
LTFRB_PUJ2010,DAILY,,,,,134444,725406
LTFRB_PUJ2258,DAILY,,,,,698869,725407
LTFRB_PUJ1742,DAILY,,,,,152013,725408
LTFRB_PUJ1631,DAILY,,,,,122389,725409
LTFRB_PUJ2042,DAILY,,,,,744696,725410
LTFRB_PUJ2296,DAILY,,,,,730185,725411
LTFRB_PUJ1077,DAILY,,,,,233071,725412
LTFRB_PUJ1914,DAILY,,,,,136352,725414
LTFRB_PUJ1750,DAILY,,,,,721006,725415
LTFRB_PUJ2150,DAILY,,,,,611859,725416
LTFRB_PUJ2030,DAILY,,,,,999167,725417
LTFRB_PUJ1002,DAILY,,,,,441449,725418
LTFRB_PUJ2504,DAILY,,,,,533276,725419
LTFRB_PUJ2363,DAILY,,,,,538807,725420
LTFRB_PUJ1088,DAILY,,,,,333971,725421
LTFRB_PUJ2040,DAILY,,,,,620884,725422
LTFRB_PUJ2111,DAILY,,,,,197253,725423
LTFRB_PUB1097,DAILY,,,,,124354,725424
LTFRB_PUB1137,DAILY,,,,,978411,725425
LTFRB_PUJ1672,DAILY,,,,,153580,725426
LTFRB_PUJ2399,DAILY,,,,,913051,725427
LTFRB_PUJ1763,DAILY,,,,,126487,725428
LTFRB_PUJ2327,DAILY,,,,,287057,725429
LTFRB_PUJ1777,DAILY,,,,,742809,725430
LTFRB_PUJ1771,DAILY,,,,,313304,725431
LTFRB_PUJ1990,DAILY,,,,,787045,725432
LTFRB_PUJ2411,DAILY,,,,,108274,725433
LTFRB_PUJ1365,DAILY,,,,,673734,725434
LTFRB_PUJ2342,DAILY,,,,,552870,725435
LTFRB_PUJ1719,DAILY,,,,,170715,725436
LTFRB_PUJ2119,DAILY,,,,,770438,725437
LTFRB_PUJ1318,DAILY,,,,,288796,725438
LTFRB_PUJ1491,DAILY,,,,,940512,725439
LTFRB_PUB1118,DAILY,,,,,634175,725440
LTFRB_PUJ1085,DAILY,,,,,975541,725441
LTFRB_PUJ2110,DAILY,,,,,617413,725442
LTFRB_PUJ2604,DAILY,,,,,178923,725443
LTFRB_PUJ2326,DAILY,,,,,454644,725444
LTFRB_PUJ2405,DAILY,,,,,555355,725445
LTFRB_PUJ1703,DAILY,,,,,453026,725446
LTFRB_PUJ1899,DAILY,,,,,765281,725447
LTFRB_PUJ1658,DAILY,,,,,934165,725448
LTFRB_PUJ1877,DAILY,,,,,160948,725449
LTFRB_PUJ2039,DAILY,,,,,647529,725450
LTFRB_PUJ2481,DAILY,,,,,965102,725451
LTFRB_PUJ1073,DAILY,,,,,233044,725452
LTFRB_PUJ2398,DAILY,,,,,543777,725453
LTFRB_PUJ2190,DAILY,,,,,386566,725454
LTFRB_PUJ2379,DAILY,,,,,142640,725455
LTFRB_PUJ2166,DAILY,,,,,300871,725456
LTFRB_PUJ2339,DAILY,,,,,797639,725457
LTFRB_PUJ1677,DAILY,,,,,471229,725458
LTFRB_PUJ2527,DAILY,,,,,611106,725459
LTFRB_PUJ1743,DAILY,,,,,231698,725460
LTFRB_PUJ1804,DAILY,,,,,876202,725461
LTFRB_PUJ2364,DAILY,,,,,257954,725462
LTFRB_PUJ1356,DAILY,,,,,738566,725463
LTFRB_PUJ2249,DAILY,,,,,630324,725464
LTFRB_PUJ1880,DAILY,,,,,189681,725465
LTFRB_PUJ1611,DAILY,,,,,609134,725466
LTFRB_PUJ1786,DAILY,,,,,542117,725467
LTFRB_PUJ1732,DAILY,,,,,357868,725468
LTFRB_PUJ1512,DAILY,,,,,913634,725469
LTFRB_PUJ1051,DAILY,,,,,698154,725470
LTFRB_PUJ1232,DAILY,,,,,356096,725471
LTFRB_PUJ1118,DAILY,,,,,375452,725472
LTFRB_PUJ1291,DAILY,,,,,518871,725473
LTFRB_PUJ2394,DAILY,,,,,724410,725474
LTFRB_PUJ1886,DAILY,,,,,206409,725475
LTFRB_PUJ1468,DAILY,,,,,720829,725476
LTFRB_PUJ2345,DAILY,,,,,579488,725477
LTFRB_PUJ2107,DAILY,,,,,600000,725478
LTFRB_PUJ2290,DAILY,,,,,842089,725479
LTFRB_PUB1102,DAILY,,,,,819016,725480
LTFRB_PUJ1024,DAILY,,,,,200033,725481
LTFRB_PUJ2069,DAILY,,,,,786459,725482
LTFRB_PUJ1460,DAILY,,,,,188269,725483
LTFRB_PUJ1331,DAILY,,,,,997809,725484
LTFRB_PUJ1079,DAILY,,,,,846759,725485
LTFRB_PUJ1124,DAILY,,,,,369670,725486
LTFRB_PUJ1671,DAILY,,,,,986186,725487
LTFRB_PUJ2424,DAILY,,,,,149737,725489
LTFRB_PUJ2483,DAILY,,,,,842991,725490
LTFRB_PUB1104,DAILY,,,,,358079,725491
LTFRB_PUJ1148,DAILY,,,,,751534,725492
LTFRB_PUJ1831,DAILY,,,,,672908,725493
LTFRB_PUJ2155,DAILY,,,,,436056,725494
LTFRB_PUJ2482,DAILY,,,,,342321,725495
LTFRB_PUB1091,DAILY,,,,,242358,725496
LTFRB_PUJ2401,DAILY,,,,,430283,725497
LTFRB_PUJ2403,DAILY,,,,,874352,725498
LTFRB_PUJ1038,DAILY,,,,,582687,725499
LTFRB_PUJ1161,DAILY,,,,,251722,725500
LTFRB_PUJ1328,DAILY,,,,,132715,725501
LTFRB_PUJ1199,DAILY,,,,,830396,725502
LTFRB_PUJ1456,DAILY,,,,,308627,725503
LTFRB_PUJ1738,DAILY,,,,,844858,725504
LTFRB_PUJ1104,DAILY,,,,,224981,725505
LTFRB_PUJ1237,DAILY,,,,,219722,725506
LTFRB_PUJ1090,DAILY,,,,,977939,725507
LTFRB_PUJ1464,DAILY,,,,,849679,725508
LTFRB_PUJ2199,DAILY,,,,,530023,725509
LTFRB_PUB1020,DAILY,,,,,448713,725510
LTFRB_PUJ2438,DAILY,,,,,422424,725511
LTFRB_PUJ2036,DAILY,,,,,960862,725512
LTFRB_PUJ2449,DAILY,,,,,646511,725513
LTFRB_PUJ2240,DAILY,,,,,547038,725514
LTFRB_PUJ2160,DAILY,,,,,960716,725515
LTFRB_PUJ2533,DAILY,,,,,253817,725516
LTFRB_PUJ2179,DAILY,,,,,995193,725517
LTFRB_PUJ1270,DAILY,,,,,160976,725518
LTFRB_PUB1037,DAILY,,,,,636515,725519
LTFRB_PUB1072,DAILY,,,,,931872,725520
LTFRB_PUJ1354,DAILY,,,,,215397,725521
LTFRB_PUJ1386,DAILY,,,,,377470,725522
LTFRB_PUJ1965,DAILY,,,,,309221,725523
LTFRB_PUJ1305,DAILY,,,,,510055,725524
LTFRB_PUJ1015,DAILY,,,,,609989,725525
LTFRB_PUJ1317,DAILY,,,,,662461,725526
LTFRB_PUJ1045,DAILY,,,,,184518,725527
LTFRB_PUJ2316,DAILY,,,,,651093,725528
LTFRB_PUJ1167,DAILY,,,,,857402,725529
LTFRB_PUJ2158,DAILY,,,,,613348,725530
LTFRB_PUJ2518,DAILY,,,,,310416,725531
LTFRB_PUJ2425,DAILY,,,,,596474,725532
LTFRB_PUJ1577,DAILY,,,,,817916,725533
LTFRB_PUJ1409,DAILY,,,,,375890,725534
LTFRB_PUJ1549,DAILY,,,,,646229,725535
LTFRB_PUJ2231,DAILY,,,,,100484,725536
LTFRB_PUJ1966,DAILY,,,,,,725537
LTFRB_PUJ1816,DAILY,,,,,416069,725538
LTFRB_PUJ1765,DAILY,,,,,929098,725539
LTFRB_PUJ1298,DAILY,,,,,757205,725540
LTFRB_PUJ1634,DAILY,,,,,822818,725541
LTFRB_PUJ1573,DAILY,,,,,237812,725542
LTFRB_PUJ1498,DAILY,,,,,468406,725543
LTFRB_PUJ2203,DAILY,,,,,196035,725544
LTFRB_PUJ2315,DAILY,,,,,444204,725545
LTFRB_PUJ1436,DAILY,,,,,832322,725546
LTFRB_PUJ1227,DAILY,,,,,839826,725547
LTFRB_PUB1065,DAILY,,,,,920209,725548
LTFRB_PUJ1396,DAILY,,,,,298876,725549
LTFRB_PUJ1508,DAILY,,,,,399084,725550
LTFRB_PUJ2457,DAILY,,,,,561143,725551
LTFRB_PUB1028,DAILY,,,,,552930,725552
LTFRB_PUJ1868,DAILY,,,,,211693,725553
LTFRB_PUJ1949,DAILY,,,,,279439,725554
LTFRB_PUJ2270,DAILY,,,,,141137,725555
LTFRB_PUJ1374,DAILY,,,,,941011,725556
LTFRB_PUJ1131,DAILY,,,,,905247,725557
LTFRB_PUJ2125,DAILY,,,,,489759,725558
LTFRB_PUJ2033,DAILY,,,,,951983,725559
LTFRB_PUJ1031,DAILY,,,,,654964,725560
LTFRB_PUJ1876,DAILY,,,,,519848,725561
LTFRB_PUJ1110,DAILY,,,,,419176,725562
LTFRB_PUJ2433,DAILY,,,,,937319,725563
LTFRB_PUJ1494,DAILY,,,,,745498,725564
LTFRB_PUJ1492,DAILY,,,,,770203,725565
LTFRB_PUJ1724,DAILY,,,,,272819,725566
LTFRB_PUJ2147,DAILY,,,,,153635,725567
LTFRB_PUJ2152,DAILY,,,,,528009,725568
LTFRB_PUB1058,DAILY,,,,,761005,725569
LTFRB_PUJ1628,DAILY,,,,,881965,725570
